answers
bool,yes,yeah,y,Ya,yess,hm
bool,No,Nah,Nope,N,No thanks,Not now,Not today,not,naw
gender,male
indian,jairam and choti mali
indian,sonam w/o kanhiya gurjar
indian,mr.bhagchand
indian,ram ayodhya
indian,chandan adiwasi
indian,mukesh chaudhry
indian,narander
indian,satish kumar bhatnagar
indian,ramprasad sodani
indian,sumit verma
indian,jeenat d/o
indian,mahinder singh
indian,samayddin
indian,ganesh malik
indian,jugender khetpal
indian,raju lal
indian,usman khan @ babloo
indian,mool chnad
indian,sandeep larse s/o dashrath larse
indian,amir soyal
indian,ishwari prashad dube
indian,wakar ahmad
indian,bhahadur
indian,laldhari ram
indian,हीरालाल
indian,vishal @ vissu
indian,utam singh
indian,munna lal chohan
indian,kamal kumar @ guddu
indian,vipul kumar
indian,alam
indian,sukhmit yadav
indian,ranjeet s/o mohan paswan
indian,aamil
indian,purnmal
indian,pushank
indian,sri-suraj negi
indian,ram shakal
indian,girish
indian,ganga sahey
indian,rakesh kumar  bhardwas
indian,प्रमोद क
indian,raj kumer
indian,mohd azad
indian,mahroj ali
indian,shiv bhola @ sanjay
indian,kaval raj kapoor
indian,puspender
indian,shelendra
indian,"amjat ,najru"
indian,jaiveer s/o mansa ram
indian,uday
indian,nawaz sarif
indian,mohd abusala
indian,shaswat roy
indian,aakash sharma
indian,tushal bhandri
indian,vishal bhandari
indian,vijay anadn
indian,joy amal
indian,raju ninama
indian,durgpal
indian,harsh kumar
indian,abhishek  @ kakku
indian,kauslender  singh
indian,hardik yadav
indian,himanshu dedha
indian,laliya
indian,sanjay kotari & wife dimple
indian,parminder singh
indian,ramnath
indian,vinay @ niku
indian,kumari sona
indian,jaijairam
indian,aavesh kumar
indian,rahul shukla
indian,sumit tiwari
indian,bishan
indian,chhinderpal
indian,jhaban
indian,kalwant singh
indian,manohar lal
indian,yatin @ attu
indian,jitender@ monu
indian,juhi
indian,abhinash chauhan
indian,taar babu
indian,nandram
indian,harish uniyal
indian,sushila devi
indian,munna kumar
indian,akash meena
indian,harpal singh negi
indian,nawab
indian,krishna giri
indian,monu@ neeraj
indian,saheb raza
indian,parvinder singh
indian,vitan
indian,arvind @ arun
indian,kiran pal singh
indian,amar bazaz
indian,smt sonam
indian,noor shahid
indian,sohanlal
indian,gopal krishan
indian,vikas parshad
indian,ramdas
indian,dharamender
indian,sujit jha
indian,gopi nath  haldhar
indian,satrudan
indian,jayshing
indian,dhanraj
indian,vishal kumar
indian,chinu
indian,amandeep
indian,bheem singh
indian,mahraj
indian,man mohan mehta
indian,nikhil chauhan
indian,shri parkash
indian,kishor ahuja
indian,mohammad saraj
indian,kalu ram
indian,noor alam
indian,shankar verma
indian,ajay halder
indian,jakir hussain
indian,avdesh kumar
indian,satish kannaujiya
indian,naresh mehta s/o hansraj mehta
indian,narender sharma
indian,chandra sekhar
indian,brajendra singh
indian,prakash chand meena
indian,aatam parkash
indian,gajender singh
indian,sanjay bhalla
indian,subhash vharma
indian,pradeep aggarwal
indian,mohit kausal
indian,rohit jain
indian,kalicharan
indian,ram sanjeevan
indian,samsudin
indian,sushail singh
indian,wiliyam
indian,prdeep
indian,gautam viviek  @ anil
indian,piuesh
indian,joy kashyap
indian,devender singh rawat
indian,ram lal dangi
indian,vaseem
indian,ashok paswan
indian,jawahar lal
indian,shankar uppal
indian,hanish khan
indian,kaishav
indian,ram partap singh bhandaree
indian,manish ahuja
indian,pritam kaur
indian,manish malhotra
indian,anish bansal
indian,santosh kumar panday
indian,suraj @ sonu
indian,gouri shankar
indian,mahaveer singh
indian,tarun yadav
indian,neeshu
indian,chandra shekar
indian,mangta
indian,hani
indian,smt sangita
indian,rambhul
indian,ratan  @ sushil
indian,mukesh s/o rate ram jat r/o asodha b/garh
indian,vikas kumar jha
indian,dhanpat ram
indian,pokhar das
indian,yash sharma
indian,neeven kakkar
indian,sanjay @ rajender
indian,rama ram
indian,badrulla
indian,devanand tripathi
indian,jadu nath
indian,sanjeev goswami
indian,manjit singh
indian,sunil keshri
indian,bulet singh
indian,vikas aggarwal
indian,mohd wazir
indian,ct. shyam lal
indian,rajesh kumar pal
indian,bindu
indian,ramsawroop
indian,sadur rahman
indian,shambhu lal
indian,vinod kumar jain
indian,abhishek  sharma
indian,kamal urf babu
indian,damodar prasad
indian,ramesh dubey and his son anoop debey
indian,ram janm
indian,vibhash s/o
indian,dhamender s/o nandu
indian,ankur@ joni
indian,mohd. javed khan
indian,hanny
indian,satveer
indian,amit verma
indian,prakash chand
indian,sarfaraj
indian,vijay kumar ghai
indian,babram
indian,arshad khan
indian,rajkumar khanna
indian,mansoor alam
indian,nishal
indian,shadhik alli
indian,dhiraj panday
indian,karmbir
indian,tejpal sharma
indian,nosad
indian,mohd aashiq
indian,shamsher  singh
indian,vijay thakur
indian,mohd. sikender s/o
indian,kamal kishor soni
indian,salim malik
indian,mukesh mandal
indian,chandra mohan saden
indian,abhishek kapor
indian,hem singh
indian,akash rajput
indian,duraga prashad
indian,abid
indian,mahasingh
indian,dharmpal
indian,arnabjit mukherji
indian,dharam raj
indian,vickey singh
indian,arvind kumar boyat
indian,shivam shkula
indian,deepali
indian,dhram raj
indian,vishal anand
indian,radhyshyam
indian,bhupendra @monu
indian,sachin bhavi
indian,sundar
indian,ravi bhushan
indian,vishesh
indian,ram das gupta
indian,madan kumar chaudhari
indian,gulfan
indian,dabbu
indian,mohd haseef
indian,bhawan singh gusain
indian,gugna
indian,mr. mahendra singh
indian,sokat
indian,punit sharam
indian,om prakash tyagi
indian,tapish  chorasiya
indian,sajid hussain
indian,rohit bairagi
indian,sahlesh kumar
indian,bharat nirvan
indian,gaurav maheshwari
indian,sunil kumar verma
indian,bake lal
indian,anurag verma
indian,vivek @ vikki
indian,mohar singh
indian,parvinder
indian,manish @ annu
indian,vishal atre
indian,puneet chawla
indian,rajesh @ kalu
indian,doulat singh
indian,pravendra
indian,ali warish
indian,joginder singh
indian,dinesh kumar sharma
indian,gaurav kumar @ sonu
indian,kunod kumar ray
indian,balbir
indian,shri ram
indian,raju  sonker
indian,manisha devi
indian,guluram urf chutararam
indian,moh. ali
indian,rajesh mandal
indian,varun anand
indian,manoj  vajpay
indian,mohd. habib
indian,arti
indian,ram sawer
indian,dhan singh
indian,shyam rana
indian,umardeen
indian,shanker
indian,jimi pal
indian,manphool
indian,ankit sharma
indian,sunny kumar
indian,ram veer
indian,muslim
indian,laxman dash
indian,umesh s/o suresh
indian,vijay nepali
indian,nirmaljeet singh
indian,hari chand
indian,brijesh kumar @ ajay kumar
indian,bhajan singh rodhan
indian,gourav mital
indian,rookmani
indian,sarves
indian,shri dhan singh
indian,vinod kumar meena
indian,mangilal kumhar
indian,tajinder
indian,irfan salmani
indian,harish batra
indian,shahnawaz shah
indian,md aagad
indian,dauad beg
indian,varun jangra
indian,naresh sabarwal
indian,yograj
indian,pawan lakhwani
indian,kalua @ mukesh
indian,tohseeem
indian,khalidur rehman
indian,virendra singh
indian,nikita
indian,mohd. gulfan
indian,md shahnawaz
indian,nipun rathee
indian,shambhu jha
indian,raj kumare
indian,tanuj kandpal
indian,kailash chandra
indian,mohanlal
indian,md. arman
indian,azad
indian,sohil
indian,vikas thakur s/o hari thakur
indian,ramavtar
indian,bablu jagdish
indian,kanchi sing
indian,bhani ram
indian,rashid ahmead
indian,gauri shanka
indian,rajender singh rawat
indian,chosh singh
indian,pankuj bansal
indian,suman chaudhary
indian,chom singh
indian,vipin thakur
indian,sandeep narwal
indian,rasul
indian,prabhu dayal
indian,satish chand jain
indian,fazaz khan
indian,avinash kumar
indian,zuveb
indian,devender singh @ guddu
indian,shivam rajpurohit
indian,ujjair
indian,arjun kumar jaiswal
indian,mukesh kumar negi
indian,mul chand
indian,himanshu dagar
indian,surjit
indian,vijay pratap
indian,kamleshwar kumar
indian,aman @ deenu
indian,prashant jain
indian,suresh @raja
indian,chander shekher
indian,satya narain
indian,khusbu
indian,raghav sharma
indian,anup singh negi
indian,injmam akhtar
indian,kamal kishor bairva
indian,yusaf
indian,mukesh  @ munna
indian,shri rameshwar lal
indian,ravinder bahadur
indian,moh suhel
indian,chitra
indian,manmeet kumar
indian,sandeep verma
indian,md zahid
indian,sidharth vermani
indian,kaushal kumar
indian,amol mishra
indian,jamil
indian,jamad ali
indian,prince singh
indian,ali ahmad
indian,daya anand
indian,naveen rastogy
indian,mahesh saini
indian,hritik methews s/o rainlad methews
indian,varun kumar
indian,yashpal nagpal
indian,gulab nabbi
indian,rajendra chourasiya
indian,rohil
indian,suraja ram
indian,bhulan kumar
indian,budhan
indian,mohd farhan
indian,sharukh khan
indian,vikram @  vicky
indian,rajiv chawala
indian,bitto kumar
indian,aphasana  & mukesh & narendra
indian,sikandar sahu
indian,pannalal
indian,tarun @monu
indian,shubham thapa
indian,bhagwan nishad
indian,samer bahadur
indian,suraj munda
indian,tarun @ monu
indian,ct b sathya murti
indian,ramdev
indian,bhajju ram
indian,redhema munde
indian,saieman
indian,istyak
indian,abu talha
indian,heeera lal
indian,ganpatram
indian,ramlal nath
indian,rambir
indian,hisamuddin
indian,ankit@udai
indian,kaleem
indian,sabbu
indian,mahveer singh
indian,गणेश
indian,jagat
indian,shokesh
indian,mangal bind
indian,dhan singh @ deepak
indian,vikash kumar keshari
indian,bhure
indian,umar farukh
indian,arham hussain
indian,vijaypal
indian,toni @ daya nanad
indian,sekha nur mohmad
indian,daya nand @ toni
indian,ramvihar chorsiya
indian,sonu @ deshraj
indian,bhupendar singh
indian,sanjeev tirpathi
indian,sanjay kewat
indian,v.r.thomas
indian,"mahender s/o dhanna ram r/o b-341, j j colony, mad"
indian,raman kumar
indian,bhupender s/o
indian,rahimuddin
indian,keshav mattur
indian,vivek gupta
indian,jamna lal
indian,omendra
indian,shri memraj
indian,shajid
indian,sanjey
indian,devilal
indian,mukhtar ahamed
indian,mukul kumar
indian,mahesh chand gupta
indian,hoti lal
indian,gaurav singh @  monu
indian,raj tilak
indian,sachin kumar gupta
indian,sanjeev ray
indian,rabpreet singh
indian,bhiva ram
indian,mho. taiyaybh
indian,udesh jha
indian,chander aggarwal
indian,suhel @ nanu
indian,mohit bhatia
indian,nej bahadur thapa
indian,hari shankar pandey
indian,mr. kamal kumar
indian,pankajsheel
indian,chakra bahadur
indian,anuj jain
indian,gulab
indian,bhuralal
indian,pankaj sharma
indian,saurabh rana
indian,zuhaib nasim
indian,harimohan sharma
indian,shubham meghwal
indian,ibrahim mohd.
indian,shekhar chand @ makkhan
indian,shrotam sam gosh
indian,hamid ahmed
indian,shubankar
indian,veer bhan
indian,raja kumar thakur
indian,noor islam
indian,sidhart shukla
indian,tikaram
indian,v. rajan thomas
indian,raman dixit
indian,rajnish kumar
indian,shivam kosik
indian,dharma ram
indian,shiv kant paswan
indian,arbaj
indian,vivek mishra
indian,ramesh @ rakesh
indian,sanjeevan
indian,md saeed
indian,suraj panday
indian,rajputra sudhakar singh
indian,zishan khan
indian,kedarmal
indian,karnesh
indian,pinttu
indian,subrati
indian,feru singh
indian,manoj kaushik
indian,gufran
indian,faisal malik
indian,kuldeep @ bholi
indian,ezaz  ahmed
indian,raju alias rajaram
indian,manish chouhan
indian,sanjey kumar
indian,anirudh
indian,mukesh mewara
indian,shamsher ali @ raja
indian,angad kumar
indian,ghan shyam @ rajesh
indian,dharam dass
indian,rambhool
indian,prakesh
indian,inder singh bist
indian,umasankar
indian,badri meena
indian,mesak
indian,vikash seni
indian,mr. balveer singh
indian,mogan
indian,surender pal
indian,firtu lal
indian,santosh kumar sukala
indian,ganga singh
indian,satyanarayan harijan
indian,jot ram
indian,suresh kumar s/o ram dulare
indian,sanjiv
indian,brahmanand sharma
indian,rajjit kumar
indian,kallu @ rameshwar
indian,nitish bhardwaj
indian,pawansingh
indian,krishna jha
indian,vikash tomar
indian,jitander
indian,sarafraj
indian,saurabh @ peeru
indian,manikchand
indian,yaksh panchal
indian,dharmender singh rawat
indian,raju verma
indian,shoaib
indian,dulichand
indian,aravind
indian,mohd zakir
indian,mohan sharma
indian,ravinder tyagi
indian,rupen raj pahwa
indian,faizudeen
indian,ajay @ sonu
indian,ramdas mahadw kamble
indian,raj kishor
indian,abdul hamid@pammi
indian,pemaram
indian,jaideep @ monu
indian,gangaram
indian,anil chadda
indian,vinod @ deepak
indian,ranjit kumar chopra
indian,sunil sharma
indian,ganga bhagat
indian,ashok kumar dalal
indian,piyush singh
indian,rihaan
indian,gopal kumhar
indian,mangla ram
indian,laka ram
indian,md. anvar
indian,madan kumar
indian,devinder singh
indian,adhish kumar
indian,shahid ahmad
indian,binnu
indian,fharman
indian,aabid khan
indian,kamal kant chouhan
indian,rajkumarm
indian,gursimaran singh
indian,kaushal chaudhary
indian,mehruddin
indian,kesri prashad sharma
indian,ashish sethi
indian,popinder
indian,dhani ram
indian,birender kuma \r yadav
indian,monu chauhan
indian,bhagwan das
indian,padam bahadur s/o karan
indian,rajesh anand
indian,mohd. asif
indian,akhlaq ahmad
indian,rajeev lochan
indian,kuldeel
indian,parjinder singh
indian,amandeep singh
indian,chinku @ yogender
indian,shyam verma
indian,bablu @ bimal
indian,raj ram
indian,deepika
indian,ram bharose
indian,matbar singh
indian,dr. mukesh kumar garg
indian,kunden
indian,kamre alam @ nabi karim
indian,sachin @ vikky
indian,kishan @ sunny
indian,sarbjeet mishra
indian,manmohan @ monu
indian,reenu
indian,anil kumar yadav
indian,vinay shankar chobda
indian,naveen @ naresh
indian,sanjay @ habdu
indian,sagar bist
indian,kalip
indian,yesh
indian,navi alam
indian,yadram
indian,pawan kumar @ sanu
indian,avdesh sharma
indian,madan gopal
indian,shiraj
indian,yogesh @ pongu
indian,gaffur khan
indian,hari chander
indian,omkar
indian,kayum
indian,sahil alam
indian,sahib alam
indian,vishal kumar @ harit kumar
indian,abhimanu saini
indian,sukka singh
indian,subham sharma
indian,nashimuddin
indian,padam chand
indian,multan singh
indian,bablu saini
indian,jai shankar
indian,harish arora
indian,chandan ram
indian,khalil
indian,mani kant
indian,karishan lal
indian,ajay negi
indian,vishvanath
indian,mohd asraf ansari
indian,ankit mishra
indian,ghan shyam
indian,shohan singh soni
indian,sinta
indian,ravikant sharma
indian,mohd.kudtusu
indian,ravi sharma
indian,anil garg
indian,aashis
indian,naina
indian,champa lal
indian,siyaram modi
indian,dorilal
indian,harinder
indian,one day male baby
indian,nishu
indian,satyaprakash @ raja
indian,sanjeev kumar jha
indian,ravi panday
indian,akash sharma
indian,mohd firoz
indian,anil yadav
indian,rajeev kumar sehti
indian,meenaz khan
indian,puran  singh
indian,raspal
indian,yashin
indian,ram aashre @ bablu
indian,ashok babu
indian,kamal kishore sharma
indian,yasin
indian,heera parsad chouchan
indian,daman preet singh
indian,prakash lal gupta
indian,madharam
indian,panaj
indian,saddiq rehman @ saddam
indian,bhanwer lal
indian,nitin shukla
indian,mansur ali
indian,varun kalra
indian,lucky
indian,sowar singh
indian,dilip kumar bhattacharjee
indian,tolaram / bhanvar lal
indian,anup
indian,trilok
indian,sohib
indian,dipansu
indian,sanju urf yatendra singh
indian,pavan kumar aggarwal
indian,अजय मिश्
indian,raj kumar saraf
indian,dharmender kashyap
indian,maneesh kansal
indian,sumit bhasin
indian,nitin dixit
indian,shalig ram
indian,jaswant giri
indian,davendra meena
indian,manish dimri
indian,banwari saini
indian,madan singh
indian,amot
indian,gul mohd
indian,sanat patra
indian,anwar ansari
indian,rafiq
indian,himashu chabra
indian,mohsin
indian,deepak  kumar
indian,surender mandal
indian,satya prakash bansal
indian,akif mohammad
indian,jalwad hushen
indian,sanjay singh
indian,mahtab
indian,prem nath
indian,samar singh
